fluxID,yearFlux,contDayInYearFlux,dayInYearFlux,PindexFLUXnee,PindexFLUXneeE,PindexFLUXneegf,PindexFLUXle,PindexFLUXleE,PindexFLUXlegf,PindexFLUXgpp,PindexFLUXgppgf,PindexFLUXre,PindexFLUXregf,metID,yearMet,dayInYearMet,hourInYear,temp,par,vpd,rh,soilT,co2,precip,bioID,yearBio,dayInYearBio,PindexBioLAI,PindexBioLAIe,PindexBioLitterF,PindexBioLitterFe,PindexBioPhenology,PindexBioPhenologyE,PindexBioCw,PindexBioCwE,PindexBioCwInc,PindexBioCwIncE,PindexBioSoilTotC,PindexBioSoilTotCe
7819,1997,163.92,163,6.6565,5.562,6.6565,0,0.005313,0,-9999,-9999,-9999,-9999,7819,1997,163,22,16,0,0.6529,-9999,15.084,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7820,1997,163.94,163,7.5332,5.1522,7.5332,0.00061,0.005212,0.00061,-9999,-9999,-9999,-9999,7820,1997,163,22.5,15.2,0,0.6139,-9999,14.926,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7821,1997,163.96,163,7.6319,5.0604,7.6319,0,0.005456,0,-9999,-9999,-9999,-9999,7821,1997,163,23,14.7,0,0.5748,-9999,14.76,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7822,1997,163.98,163,8.0057,5.2432,8.0057,0.000655,0.00503,0.000655,-9999,-9999,-9999,-9999,7822,1997,163,23.5,14.3,0,0.5358,-9999,14.585,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7823,1997,164,163,7.9783,5.2088,7.9783,0,0.004857,0,-9999,-9999,-9999,-9999,7823,1997,163,24,14.7,0,0.4968,-9999,14.194,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7824,1997,164.02,164,8.3127,5.4605,8.3127,0,0.004077,0,-9999,-9999,-9999,-9999,7824,1997,164,0.5,14.5,0,0.4577,-9999,14.205,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7825,1997,164.04,164,8.3486,5.4769,8.3486,0,0.003653,0,-9999,-9999,-9999,-9999,7825,1997,164,1,14.6,0,0.4326,-9999,14.223,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7826,1997,164.06,164,8.4708,5.3006,8.4708,0.003735,0.004306,0.003735,-9999,-9999,-9999,-9999,7826,1997,164,1.5,14.5,0,0.4075,-9999,14.248,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7827,1997,164.08,164,8.2656,7.4371,8.2656,0.000861,0.00359,0.000861,-9999,-9999,-9999,-9999,7827,1997,164,2,15.3,0,0.3824,-9999,14.28,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7828,1997,164.1,164,8.2656,7.8894,8.2656,0.002528,0.003637,0.002528,-9999,-9999,-9999,-9999,7828,1997,164,2.5,15.3,0,0.3573,-9999,14.319,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7829,1997,164.12,164,7.9774,7.1239,7.9774,0.003491,0.004107,0.003491,-9999,-9999,-9999,-9999,7829,1997,164,3,15.8,0,0.3322,-9999,14.363,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7830,1997,164.15,164,8.3917,5.1271,8.3917,0,0.002953,0,-9999,-9999,-9999,-9999,7830,1997,164,3.5,15.2,0,0.307,-9999,14.413,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7831,1997,164.17,164,8.4408,5.1424,8.4408,0,0.002757,0,-9999,-9999,-9999,-9999,7831,1997,164,4,14.9,0,0.2819,-9999,14.469,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7832,1997,164.19,164,8.824,4.1199,8.824,0.003018,0.003761,0.003018,-9999,-9999,-9999,-9999,7832,1997,164,4.5,15.2,0,0.2568,-9999,14.529,362.67,2.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7833,1997,164.21,164,-2.5647,7.5854,-2.5647,0.000957,0.003553,0.000957,-9999,-9999,-9999,-9999,7833,1997,164,5,14.4,0,0.2317,-9999,14.594,362.67,10.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7834,1997,164.23,164,4.1488,4.9314,4.1488,0,0.002425,0,-9999,-9999,-9999,-9999,7834,1997,164,5.5,14,28.509,0.2066,-9999,14.663,362.67,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7835,1997,164.25,164,3.9008,5.8073,3.9008,0.000294,0.003586,0.000294,-9999,-9999,-9999,-9999,7835,1997,164,6,14.2,32.895,0.1815,-9999,14.734,362.67,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7836,1997,164.27,164,4.8905,5.3148,4.8905,0.000096,0.003576,0.000096,-9999,-9999,-9999,-9999,7836,1997,164,6.5,14.2,63.596,0.1564,-9999,14.808,362.67,2.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7837,1997,164.29,164,1.2707,4.9375,1.2707,0,0.003634,0,-9999,-9999,-9999,-9999,7837,1997,164,7,14.3,144.74,0.1845,-9999,14.884,362.67,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7838,1997,164.31,164,-9.2383,3.5011,-9.2383,0,0.012994,0,-9999,-9999,-9999,-9999,7838,1997,164,7.5,14.7,296.05,0.2127,-9999,14.961,362.67,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7839,1997,164.33,164,-5.6181,3.572,-5.6181,0.010063,0.014895,0.010063,-9999,-9999,-9999,-9999,7839,1997,164,8,15.3,370.61,0.2408,-9999,15.039,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7840,1997,164.35,164,-4.6428,2.8103,-4.6428,0.019839,0.019669,0.019839,-9999,-9999,-9999,-9999,7840,1997,164,8.5,15.9,475.88,0.269,-9999,15.116,362.67,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7841,1997,164.38,164,-7.4499,2.0981,-7.4499,0.037572,0.043382,0.037572,-9999,-9999,-9999,-9999,7841,1997,164,9,16.4,510.96,0.2971,-9999,15.191,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7842,1997,164.4,164,-14.753,4.3369,-14.753,0.080371,0.066549,0.080371,-9999,-9999,-9999,-9999,7842,1997,164,9.5,16.9,894.74,0.3253,-9999,15.265,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7843,1997,164.42,164,-16.076,2.955,-16.076,0.095094,0.076944,0.095094,-9999,-9999,-9999,-9999,7843,1997,164,10,17.8,1129.4,0.3534,-9999,15.336,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7844,1997,164.44,164,-20.046,3.1982,-20.046,0.17934,0.13852,0.17934,-9999,-9999,-9999,-9999,7844,1997,164,10.5,18.8,1636,0.3816,-9999,15.404,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7845,1997,164.46,164,-21.845,5.1039,-21.845,0.18809,0.14493,0.18809,-9999,-9999,-9999,-9999,7845,1997,164,11,19.9,1649.1,0.4097,-9999,15.467,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7846,1997,164.48,164,-21.48,6.364,-21.48,0.21235,0.16429,0.21235,-9999,-9999,-9999,-9999,7846,1997,164,11.5,20.4,1646.9,0.4379,-9999,15.526,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7847,1997,164.5,164,-19.894,5.1852,-19.894,0.21582,0.16724,0.21582,-9999,-9999,-9999,-9999,7847,1997,164,12,21,1754.4,0.466,-9999,15.579,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7848,1997,164.52,164,-16.905,3.6272,-16.905,0.12228,0.096277,0.12228,-9999,-9999,-9999,-9999,7848,1997,164,12.5,20.6,1758.8,0.4942,-9999,15.625,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7849,1997,164.54,164,-18.359,4.0568,-18.359,0.20276,0.15721,0.20276,-9999,-9999,-9999,-9999,7849,1997,164,13,21.6,1497.8,0.4968,-9999,15.664,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7850,1997,164.56,164,-15.721,2.8581,-15.721,0.099754,0.080042,0.099754,-9999,-9999,-9999,-9999,7850,1997,164,13.5,21.5,842.11,0.4994,-9999,15.696,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7851,1997,164.58,164,-13.781,4.1424,-13.781,0.09641,0.075689,0.09641,-9999,-9999,-9999,-9999,7851,1997,164,14,21.3,701.75,0.502,-9999,15.719,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7852,1997,164.6,164,-15.101,2.9523,-15.101,0.097262,0.076578,0.097262,-9999,-9999,-9999,-9999,7852,1997,164,14.5,21.3,793.86,0.5046,-9999,15.733,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7853,1997,164.62,164,-12.49,5.7178,-12.49,0.062203,0.052955,0.062203,-9999,-9999,-9999,-9999,7853,1997,164,15,21.1,423.25,0.5071,-9999,15.738,362.67,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7854,1997,164.65,164,-11.868,3.3924,-11.868,0.041513,0.038399,0.041513,-9999,-9999,-9999,-9999,7854,1997,164,15.5,18.3,677.63,0.5097,-9999,15.733,362.67,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7855,1997,164.67,164,-15.761,2.9065,-15.761,0.091167,0.073893,0.091167,-9999,-9999,-9999,-9999,7855,1997,164,16,19,820.18,0.5123,-9999,15.718,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7856,1997,164.69,164,-14.343,4.0699,-14.343,0.080449,0.066473,0.080449,-9999,-9999,-9999,-9999,7856,1997,164,16.5,19.7,732.46,0.5149,-9999,15.693,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7857,1997,164.71,164,-6.0403,3.045,-6.0403,0.01176,0.011532,0.01176,-9999,-9999,-9999,-9999,7857,1997,164,17,20.1,372.81,0.5175,-9999,15.656,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7858,1997,164.73,164,0.023613,4.3923,0.023613,0.021406,0.019809,0.021406,-9999,-9999,-9999,-9999,7858,1997,164,17.5,19.9,313.6,0.5201,-9999,15.609,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7859,1997,164.75,164,0.29564,4.5674,0.29564,0,0.011276,0,-9999,-9999,-9999,-9999,7859,1997,164,18,19.9,125,0.5227,-9999,15.55,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7860,1997,164.77,164,9.8303,4.7405,9.8303,0,0.014834,0,-9999,-9999,-9999,-9999,7860,1997,164,18.5,19,13.158,0.5253,-9999,15.48,362.67,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7861,1997,164.79,164,6.4472,5.2498,6.4472,0.004456,0.013281,0.004456,-9999,-9999,-9999,-9999,7861,1997,164,19,18.5,0,0.489,-9999,15.398,362.67,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7862,1997,164.81,164,6.9465,5.8624,6.9465,0.00461,0.007302,0.00461,-9999,-9999,-9999,-9999,7862,1997,164,19.5,17.7,0,0.4527,-9999,15.306,362.67,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7863,1997,164.83,164,6.5487,5.7117,6.5487,0.000756,0.00755,0.000756,-9999,-9999,-9999,-9999,7863,1997,164,20,16.8,0,0.4164,-9999,15.202,362.67,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7864,1997,164.85,164,2.6953,5.2579,2.6953,0.001138,0.007407,0.001138,-9999,-9999,-9999,-9999,7864,1997,164,20.5,16.4,0,0.3801,-9999,15.088,362.67,1.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7865,1997,164.88,164,2.5537,5.4076,2.5537,0,0.006826,0,-9999,-9999,-9999,-9999,7865,1997,164,21,15.8,0,0.3439,-9999,14.963,362.67,0.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7866,1997,164.9,164,2.8172,5.6179,2.8172,0.000279,0.00698,0.000279,-9999,-9999,-9999,-9999,7866,1997,164,21.5,15.6,0,0.3076,-9999,14.828,362.67,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7867,1997,164.92,164,5.1675,5.9409,5.1675,0,0.007337,0,-9999,-9999,-9999,-9999,7867,1997,164,22,15.8,0,0.2713,-9999,14.683,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7868,1997,164.94,164,4.1965,7.2569,4.1965,0,0.006808,0,-9999,-9999,-9999,-9999,7868,1997,164,22.5,15.9,0,0.235,-9999,14.529,362.67,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7869,1997,164.96,164,2.7372,8.3476,2.7372,0,0.006684,0,-9999,-9999,-9999,-9999,7869,1997,164,23,16,0,0.1987,-9999,14.366,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7870,1997,164.98,164,4.6043,7.6966,4.6043,0,0.006864,0,-9999,-9999,-9999,-9999,7870,1997,164,23.5,16.1,0,0.1624,-9999,14.195,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7871,1997,165,164,6.1913,7.7874,6.1913,0.001962,0.006624,0.001962,-9999,-9999,-9999,-9999,7871,1997,164,24,16.1,0,0.1261,-9999,13.639,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7872,1997,165.02,165,4.3452,7.8161,4.3452,0,0.005742,0,-9999,-9999,-9999,-9999,7872,1997,165,0.5,16.1,0,0.0898,-9999,13.649,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7873,1997,165.04,165,7.0032,9.0061,7.0032,0,0.005841,0,-9999,-9999,-9999,-9999,7873,1997,165,1,16,0,0.0982,-9999,13.666,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7874,1997,165.06,165,13.209,9.0361,13.209,0,0.005834,0,-9999,-9999,-9999,-9999,7874,1997,165,1.5,15.9,0,0.1066,-9999,13.689,362.67,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7875,1997,165.08,165,10.234,8.1798,10.234,0,0.00506,0,-9999,-9999,-9999,-9999,7875,1997,165,2,15.9,0,0.115,-9999,13.718,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7876,1997,165.1,165,28.262,13.165,28.262,0,0.003431,0,-9999,-9999,-9999,-9999,7876,1997,165,2.5,15.9,0,0.1233,-9999,13.753,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7877,1997,165.12,165,14.446,8.2489,14.446,0,0.004976,0,-9999,-9999,-9999,-9999,7877,1997,165,3,15.8,0,0.1317,-9999,13.794,362.67,0.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7878,1997,165.15,165,7.4782,5.1739,7.4782,0,0.004345,0,-9999,-9999,-9999,-9999,7878,1997,165,3.5,15.6,0,0.1401,-9999,13.84,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7879,1997,165.17,165,6.6598,4.6309,6.6598,0,0.003229,0,-9999,-9999,-9999,-9999,7879,1997,165,4,15.3,0,0.1485,-9999,13.891,362.67,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7880,1997,165.19,165,1.405,5.6489,1.405,0,0.003634,0,-9999,-9999,-9999,-9999,7880,1997,165,4.5,15.1,24.123,0.1569,-9999,13.946,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7881,1997,165.21,165,9.0503,5.0355,9.0503,0,0.003556,0,-9999,-9999,-9999,-9999,7881,1997,165,5,15,43.86,0.1652,-9999,14.005,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7882,1997,165.23,165,4.5468,7.5233,4.5468,0,0.005266,0,-9999,-9999,-9999,-9999,7882,1997,165,5.5,15.1,111.84,0.1736,-9999,14.068,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7883,1997,165.25,165,-6.0885,2.3775,-6.0885,0,0.013539,0,-9999,-9999,-9999,-9999,7883,1997,165,6,15.3,274.12,0.182,-9999,14.134,362.67,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7884,1997,165.27,165,3.1902,5.0869,3.1902,0.008502,0.016693,0.008502,-9999,-9999,-9999,-9999,7884,1997,165,6.5,15.6,399.12,0.1904,-9999,14.202,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7885,1997,165.29,165,-0.068996,4.6982,-0.068996,0.027845,0.023934,0.027845,-9999,-9999,-9999,-9999,7885,1997,165,7,15.8,429.82,0.2061,-9999,14.271,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7886,1997,165.31,165,-8.9443,2.1996,-8.9443,0.030699,0.024777,0.030699,-9999,-9999,-9999,-9999,7886,1997,165,7.5,15.9,467.11,0.2218,-9999,14.342,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7887,1997,165.33,165,-3.8888,4.6538,-3.8888,0.016666,0.020141,0.016666,-9999,-9999,-9999,-9999,7887,1997,165,8,16.1,298.25,0.2375,-9999,14.413,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7888,1997,165.35,165,-10.532,2.5729,-10.532,0.082501,0.06578,0.082501,-9999,-9999,-9999,-9999,7888,1997,165,8.5,16.4,668.86,0.2532,-9999,14.483,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7889,1997,165.38,165,-7.1123,1.8016,-7.1123,0.029371,0.023282,0.029371,-9999,-9999,-9999,-9999,7889,1997,165,9,16.9,407.89,0.2689,-9999,14.552,362.67,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7890,1997,165.4,165,-14.834,3.9324,-14.834,0.11384,0.090343,0.11384,-9999,-9999,-9999,-9999,7890,1997,165,9.5,16.6,956.14,0.2846,-9999,14.62,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7891,1997,165.42,165,-19.057,4.0019,-19.057,0.16702,0.13061,0.16702,-9999,-9999,-9999,-9999,7891,1997,165,10,17.5,1092.1,0.3002,-9999,14.685,362.67,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7892,1997,165.44,165,-23.06,5.0872,-23.06,0.24568,0.19027,0.24568,-9999,-9999,-9999,-9999,7892,1997,165,10.5,18.5,1811.4,0.3159,-9999,14.747,362.68,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7893,1997,165.46,165,-24.277,5.0872,-24.277,0.21347,0.1652,0.21347,-9999,-9999,-9999,-9999,7893,1997,165,11,19.3,1517.5,0.3316,-9999,14.805,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7894,1997,165.48,165,-10.503,2.4597,-10.503,0.14243,0.11324,0.14243,-9999,-9999,-9999,-9999,7894,1997,165,11.5,19.5,1048.2,0.3473,-9999,14.859,362.68,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7895,1997,165.5,165,-1.2843,3.6722,-1.2843,0.009399,0.009637,0.009399,-9999,-9999,-9999,-9999,7895,1997,165,12,16.1,201.75,0.363,-9999,14.907,362.68,6.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7896,1997,165.52,165,-17.985,4.4069,-17.985,0.005968,0.006177,0.005968,-9999,-9999,-9999,-9999,7896,1997,165,12.5,15.5,671.05,0.3787,-9999,14.949,362.68,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7897,1997,165.54,165,-20.368,3.9418,-20.368,0.052772,0.046894,0.052772,-9999,-9999,-9999,-9999,7897,1997,165,13,16.6,1133.8,0.3743,-9999,14.985,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7898,1997,165.56,165,-11.834,3.5357,-11.834,0.07102,0.059053,0.07102,-9999,-9999,-9999,-9999,7898,1997,165,13.5,17.6,660.09,0.3699,-9999,15.014,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7899,1997,165.58,165,-20.967,4.3486,-20.967,0.16307,0.12843,0.16307,-9999,-9999,-9999,-9999,7899,1997,165,14,18.6,1208.3,0.3655,-9999,15.035,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7900,1997,165.6,165,-17.68,3.9324,-17.68,0.13565,0.10736,0.13565,-9999,-9999,-9999,-9999,7900,1997,165,14.5,19.4,1140.4,0.3611,-9999,15.049,362.68,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7901,1997,165.62,165,2.103,4.7911,2.103,0.025242,0.022775,0.025242,-9999,-9999,-9999,-9999,7901,1997,165,15,18.5,221.49,0.3567,-9999,15.053,362.68,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7902,1997,165.65,165,-5.1905,2.1561,-5.1905,0.008527,0.00905,0.008527,-9999,-9999,-9999,-9999,7902,1997,165,15.5,15,399.12,0.3523,-9999,15.049,362.68,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7903,1997,165.67,165,-2.7868,3.2168,-2.7868,0.004062,0.005086,0.004062,-9999,-9999,-9999,-9999,7903,1997,165,16,15.3,263.16,0.3479,-9999,15.035,362.68,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7904,1997,165.69,165,-3.1373,3.472,-3.1373,0.016738,0.015149,0.016738,-9999,-9999,-9999,-9999,7904,1997,165,16.5,15.6,418.86,0.3436,-9999,15.011,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7905,1997,165.71,165,-10.067,3.1721,-10.067,0.068264,0.057421,0.068264,-9999,-9999,-9999,-9999,7905,1997,165,17,16.6,589.91,0.3392,-9999,14.978,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7906,1997,165.73,165,-6.3193,2.1561,-6.3193,0.043256,0.0465,0.043256,-9999,-9999,-9999,-9999,7906,1997,165,17.5,16.4,300.44,0.3348,-9999,14.934,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7907,1997,165.75,165,-5.4482,2.1561,-5.4482,0.084885,0.069959,0.084885,-9999,-9999,-9999,-9999,7907,1997,165,18,16.4,438.6,0.3304,-9999,14.881,362.68,0.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7908,1997,165.77,165,-2.0568,3.2004,-2.0568,0.077392,0.067905,0.077392,-9999,-9999,-9999,-9999,7908,1997,165,18.5,16.5,333.33,0.326,-9999,14.816,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7909,1997,165.79,165,-0.52033,3.6722,-0.52033,0.037486,0.031775,0.037486,-9999,-9999,-9999,-9999,7909,1997,165,19,16,179.82,0.3146,-9999,14.742,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7910,1997,165.81,165,4.6282,5.1467,4.6282,0.026855,0.022502,0.026855,-9999,-9999,-9999,-9999,7910,1997,165,19.5,15.7,46.053,0.3032,-9999,14.657,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7911,1997,165.83,165,11.54,5.0638,11.54,0.022676,0.018927,0.022676,-9999,-9999,-9999,-9999,7911,1997,165,20,14.9,0,0.2918,-9999,14.562,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7912,1997,165.85,165,7.2903,5.0128,7.2903,0.007999,0.009427,0.007999,-9999,-9999,-9999,-9999,7912,1997,165,20.5,14.2,0,0.2804,-9999,14.458,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7913,1997,165.88,165,15.752,5.7931,15.752,0.013783,0.012431,0.013783,-9999,-9999,-9999,-9999,7913,1997,165,21,14.1,0,0.269,-9999,14.343,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7914,1997,165.9,165,6.0852,4.9473,6.0852,0.007508,0.00928,0.007508,-9999,-9999,-9999,-9999,7914,1997,165,21.5,13.8,0,0.2576,-9999,14.219,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7915,1997,165.92,165,7.5818,4.9897,7.5818,0.009128,0.009863,0.009128,-9999,-9999,-9999,-9999,7915,1997,165,22,14,0,0.2462,-9999,14.087,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
7916,1997,165.94,165,4.799,5.7467,4.799,0.001033,0.006773,0.001033,-9999,-9999,-9999,-9999,7916,1997,165,22.5,13.8,0,0.2348,-9999,13.946,362.68,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
